time,Wx,Wy,Wz,Ax,Ay,Az,Yaw,Pitch,Roll
4.57,0.18,-0.49,1.28,-0.02,0.02,1.04,-0.08,1.22,0.07
4.62,-0.06,-0.18,-1.77,0.03,-0.06,1.01,-0.1,1.2,0.1
4.67,0.12,-1.22,4.21,-0.02,0.01,1.02,-0.11,1.22,0.11
4.73,0.12,0.18,-3.17,0.0,-0.04,1.01,-0.12,1.19,0.14
4.78,0.0,-0.24,2.08,-0.01,0.0,1.03,-0.15,1.21,0.11
4.84,-0.37,-0.18,-1.28,-0.01,-0.05,1.0,-0.08,1.2,0.13
4.89,0.06,-0.49,3.05,-0.02,0.01,1.02,-0.14,1.21,0.09
4.95,-0.12,0.61,-1.65,0.01,-0.03,0.97,-0.1,1.19,0.12
5.01,-0.12,-0.24,1.95,-0.01,-0.02,1.03,-0.16,1.21,0.1
5.06,0.06,0.18,-1.83,0.0,-0.03,1.0,-0.08,1.2,0.14
5.12,-0.06,-0.55,1.89,-0.03,-0.02,1.04,-0.18,1.22,0.1
5.16,-0.18,-0.24,0.06,0.01,-0.05,1.01,-0.07,1.21,0.13
5.22,-0.06,-1.04,2.56,-0.01,0.0,1.02,-0.14,1.24,0.12
5.28,-0.06,-0.06,-1.59,-0.0,-0.02,1.0,-0.08,1.23,0.14
5.33,0.0,-0.12,0.73,-0.02,-0.01,1.02,-0.17,1.24,0.12
5.38,0.12,-0.49,-1.1,0.01,-0.03,1.0,-0.08,1.21,0.14
5.44,0.06,-0.18,1.59,-0.02,-0.01,0.99,-0.17,1.23,0.12
5.5,-0.06,-0.06,-0.37,0.02,-0.04,1.03,-0.09,1.21,0.12
5.55,-0.06,0.0,0.0,-0.02,-0.0,1.02,-0.15,1.24,0.11
5.6,0.06,-0.43,0.18,0.01,-0.0,1.01,-0.07,1.19,0.08
5.66,-0.12,-0.31,-2.44,0.01,-0.04,0.97,-0.15,1.19,0.09
5.71,0.0,-0.31,0.92,-0.02,0.01,0.99,-0.12,1.18,0.09
5.77,-0.06,0.24,-1.53,-0.01,-0.05,1.0,-0.16,1.16,0.07
5.82,0.0,-0.12,2.56,-0.02,0.0,1.03,-0.16,1.18,0.07
5.87,0.06,-0.37,-1.4,-0.01,0.02,0.99,-0.12,1.16,0.09
5.93,-0.18,-1.04,1.4,0.04,-0.03,1.03,-0.16,1.16,0.08
5.98,0.12,-0.12,-0.85,0.02,-0.03,0.98,-0.11,1.16,0.08
6.03,-0.12,-0.61,2.2,-0.03,0.01,1.03,-0.19,1.16,0.07
6.09,0.0,0.0,-1.1,0.02,-0.03,0.97,-0.12,1.12,0.07
6.14,-0.18,0.0,1.53,-0.01,-0.03,1.02,-0.21,1.15,0.07
6.2,-0.18,-0.31,0.18,-0.01,0.0,0.99,-0.12,1.15,0.07
6.25,-0.18,0.79,0.31,-0.03,-0.01,0.98,-0.22,1.15,0.06
6.31,-0.06,-0.37,1.16,0.02,-0.01,0.97,-0.13,1.14,0.05
6.37,-0.31,0.31,-0.79,-0.03,-0.03,1.02,-0.25,1.16,0.06
6.42,-0.18,-1.04,2.26,-0.0,-0.01,0.99,-0.14,1.14,0.05
6.47,0.0,0.37,-1.65,-0.02,-0.05,1.0,-0.21,1.16,0.05
6.52,0.12,-0.43,2.75,0.0,0.02,0.95,-0.12,1.16,0.05
6.58,0.12,0.49,-2.93,-0.01,-0.04,0.99,-0.19,1.18,0.06
6.63,-0.12,-0.49,2.93,0.01,0.01,0.96,-0.14,1.18,0.07
6.69,-0.06,0.06,-3.23,0.0,-0.05,1.04,-0.18,1.19,0.08
6.74,-0.12,-0.49,3.05,0.0,-0.0,1.0,-0.15,1.18,0.06
6.8,0.0,-0.06,-2.81,-0.02,-0.06,1.02,-0.16,1.19,0.07
6.85,-0.06,-0.18,3.23,0.02,0.01,1.0,-0.15,1.18,0.07
6.91,0.18,-0.24,-2.38,-0.02,-0.04,1.03,-0.17,1.18,0.09
6.96,0.0,-0.85,2.75,0.02,0.01,0.99,-0.14,1.16,0.09
7.02,-0.31,0.73,-3.78,-0.01,-0.05,1.0,-0.19,1.16,0.1
7.07,0.0,-0.55,2.44,0.01,0.0,0.98,-0.18,1.17,0.07
7.12,-0.49,0.43,-1.89,0.0,-0.05,1.02,-0.17,1.19,0.09
7.18,-0.24,-0.43,2.81,-0.0,0.02,1.0,-0.15,1.21,0.06
7.23,-0.06,0.24,-2.01,0.02,-0.05,1.01,-0.15,1.18,0.08
7.29,-0.18,-1.16,2.69,0.02,-0.05,1.01,-0.2,1.2,0.06
7.34,-0.06,1.22,-2.32,-0.01,0.02,0.96,-0.16,1.18,0.06
7.39,-0.12,0.43,2.26,-0.02,-0.02,0.98,-0.25,1.19,0.04
7.45,0.18,-0.06,-1.4,0.0,-0.03,1.03,-0.17,1.19,0.06
7.5,-0.06,0.37,2.38,-0.02,0.01,0.98,-0.21,1.18,0.07
7.56,0.06,0.24,-0.73,0.01,-0.03,1.03,-0.16,1.16,0.05
7.61,-0.06,1.1,0.12,-0.01,-0.02,0.99,-0.24,1.18,0.04
7.67,-0.18,-0.79,0.79,0.02,-0.01,1.05,-0.14,1.18,0.05
7.72,0.06,-0.24,0.18,-0.01,-0.03,0.99,-0.23,1.2,0.07
7.78,0.0,-1.22,1.65,0.01,-0.01,1.0,-0.16,1.19,0.06
7.83,-0.06,0.67,-1.89,0.0,-0.05,0.97,-0.19,1.19,0.06
7.88,-0.24,-0.67,1.89,-0.03,0.02,0.94,-0.18,1.2,0.06
7.94,-0.18,0.43,-2.08,-0.0,-0.05,1.0,-0.18,1.2,0.05
7.99,-0.06,-0.85,2.44,0.01,-0.01,1.02,-0.2,1.21,0.04
8.05,0.18,0.67,-2.14,-0.01,-0.04,0.99,-0.17,1.21,0.05
8.1,-0.18,0.37,1.46,-0.01,-0.01,0.99,-0.24,1.25,0.04
8.16,-0.12,1.28,-0.98,-0.01,-0.0,0.98,-0.17,1.25,0.04
8.21,-0.18,0.37,-0.06,-0.02,-0.01,0.99,-0.26,1.26,0.05
8.26,-0.06,0.31,-0.98,0.01,-0.0,1.01,-0.14,1.24,0.05
8.32,0.0,-0.12,-2.01,-0.02,-0.04,1.03,-0.26,1.25,0.03
8.37,-0.06,-0.79,1.71,0.03,0.01,0.95,-0.16,1.25,0.04
8.43,0.18,-0.55,-1.95,-0.02,-0.02,1.01,-0.27,1.25,0.04
8.48,-0.06,-0.18,2.75,-0.0,0.0,0.94,-0.2,1.24,0.03
8.54,0.06,0.67,-3.54,-0.02,-0.03,0.97,-0.25,1.29,0.04
8.59,-0.06,-0.06,2.62,0.01,0.02,0.97,-0.19,1.29,0.05
8.65,-0.18,0.61,-1.59,0.01,0.02,0.97,-0.22,1.27,0.05
8.7,-0.24,0.24,2.08,-0.0,-0.05,1.01,-0.24,1.29,0.03
8.75,0.0,-0.18,-3.11,-0.01,0.01,1.02,-0.22,1.28,0.05
8.81,-0.12,-0.61,2.38,-0.01,-0.0,1.02,-0.25,1.29,0.04
8.86,-0.12,0.24,-0.43,0.01,-0.03,1.01,-0.19,1.27,0.04
8.92,-0.18,-0.67,-0.55,-0.0,0.0,0.99,-0.27,1.3,0.05
8.97,-0.06,1.16,-1.1,-0.04,0.0,0.98,-0.19,1.24,0.03
9.03,0.06,0.79,-0.67,0.02,-0.03,1.04,-0.28,1.26,0.02
9.08,0.0,0.49,-0.98,-0.02,0.0,0.96,-0.19,1.26,0.04
9.13,-0.06,0.37,-0.85,0.0,-0.02,1.01,-0.29,1.26,0.02
9.19,-0.31,0.43,0.73,-0.01,-0.01,0.99,-0.2,1.25,0.01
9.25,-0.12,-0.43,-0.98,0.01,-0.02,0.98,-0.25,1.26,0.01
9.3,0.0,0.92,1.1,-0.05,0.02,0.96,-0.2,1.25,-0.01
9.35,-0.12,-0.31,-2.32,0.04,-0.06,1.01,-0.24,1.25,-0.0
9.41,-0.24,0.18,3.78,-0.05,0.02,0.98,-0.24,1.28,0.01
9.46,0.0,-0.06,-2.87,0.02,-0.04,1.02,-0.22,1.28,0.02
9.52,-0.12,0.61,1.71,-0.03,-0.01,1.0,-0.27,1.3,-0.02
9.57,0.24,-0.31,-0.98,0.01,-0.04,1.04,-0.22,1.3,0.01
9.62,-0.12,-0.55,1.95,-0.03,0.01,1.03,-0.29,1.31,-0.0
9.68,0.06,-0.37,-1.1,0.03,-0.02,1.01,-0.22,1.29,-0.01
9.73,-0.06,0.12,-0.31,-0.02,-0.03,0.99,-0.34,1.3,-0.0
9.79,-0.06,-0.73,0.06,0.0,-0.0,0.99,-0.23,1.27,0.01
9.84,0.0,0.92,-1.1,-0.02,-0.04,0.99,-0.32,1.27,-0.0
9.9,-0.31,0.73,2.44,0.02,-0.0,1.0,-0.22,1.26,-0.03
9.95,-0.31,0.18,-1.77,-0.01,-0.04,0.98,-0.3,1.26,-0.01
10.01,-0.24,-0.49,2.62,0.0,0.01,0.98,-0.25,1.26,-0.01
10.06,0.06,-0.49,-3.48,0.0,-0.05,1.0,-0.3,1.27,-0.02
10.11,-0.06,0.06,3.23,-0.02,0.03,0.95,-0.26,1.29,-0.02
10.17,-0.12,0.12,-2.75,0.01,0.02,1.04,-0.26,1.29,-0.03
10.22,-0.24,-0.85,3.17,0.01,-0.06,1.0,-0.28,1.32,-0.03
10.28,-0.12,0.61,-2.56,0.01,-0.04,0.98,-0.25,1.32,-0.03
10.33,-0.06,-0.18,3.05,-0.01,0.0,1.02,-0.31,1.32,-0.02
10.39,0.12,-0.18,-1.95,0.04,-0.04,1.03,-0.22,1.3,-0.02
10.44,-0.12,-0.55,1.89,-0.03,0.0,1.0,-0.33,1.32,-0.05
10.5,0.12,-0.85,-0.85,0.05,-0.03,1.02,-0.25,1.31,-0.07
10.55,-0.06,-0.73,0.98,-0.02,-0.01,0.99,-0.31,1.32,-0.08
10.62,-0.31,1.16,0.06,0.03,-0.03,1.02,-0.22,1.32,-0.1
10.67,-0.12,-0.06,1.53,-0.02,-0.02,0.96,-0.33,1.34,-0.1
10.73,-0.24,0.18,-2.75,0.01,-0.03,1.04,-0.27,1.32,-0.09
10.78,-0.12,-0.61,1.4,-0.03,-0.01,1.02,-0.32,1.33,-0.1
10.84,0.12,-0.43,-0.98,0.02,-0.01,0.99,-0.25,1.32,-0.08
10.89,-0.18,-0.12,0.06,-0.02,-0.01,1.02,-0.34,1.33,-0.08
10.94,-0.06,-0.61,-0.67,0.01,-0.01,0.99,-0.26,1.32,-0.09
11.0,-0.24,0.55,-0.98,-0.03,-0.03,0.98,-0.37,1.32,-0.07
11.05,1.77,1.4,1.89,-0.03,-0.04,0.88,-0.28,1.32,-0.07
11.11,8.85,12.7,1.83,-0.02,-0.06,0.97,-0.14,1.1,-0.44
11.16,-4.46,-5.62,17.46,0.02,-0.06,0.88,0.41,1.0,-0.64
11.22,-2.99,-4.64,24.54,-0.04,-0.08,1.07,1.68,1.28,-0.27
11.27,0.43,1.46,17.82,-0.07,-0.06,1.1,2.77,1.3,-0.26
11.32,4.21,1.59,9.09,-0.03,0.01,1.03,3.56,1.14,-0.41
11.38,3.42,0.79,4.88,0.02,0.09,0.99,3.89,0.9,-0.48
11.43,2.56,-0.18,4.46,0.02,0.09,0.99,4.16,0.52,-0.44
11.49,0.24,-0.55,0.61,0.05,0.11,1.05,4.27,0.36,-0.42
11.54,-1.83,-0.67,-0.98,0.01,0.09,1.03,4.26,0.41,-0.38
11.6,-5.07,-1.77,-4.88,-0.04,-0.01,0.98,4.05,0.68,-0.3
11.66,-2.08,-0.55,-1.53,-0.03,-0.06,0.96,3.89,0.89,-0.26
11.71,-6.47,-7.2,7.93,0.01,-0.01,1.05,4.01,1.15,-0.03
11.77,-5.31,-3.91,16.36,0.02,-0.02,1.06,4.93,1.69,0.39
11.81,-2.38,-0.92,3.78,0.02,-0.07,1.02,5.42,1.82,0.47
11.87,-0.55,-0.43,-1.04,0.03,-0.05,0.99,5.47,1.92,0.52
11.93,0.0,-0.31,-1.04,-0.01,-0.02,1.01,5.42,1.9,0.53
11.98,0.73,0.49,-0.55,0.0,-0.03,1.0,5.39,1.86,0.51
12.03,-0.06,0.31,0.12,0.0,-0.02,0.97,5.36,1.87,0.49
12.09,-0.31,0.0,1.1,0.02,-0.04,1.02,5.39,1.92,0.51
12.14,0.85,0.61,-0.92,0.02,-0.03,1.02,5.38,1.92,0.51
12.19,2.14,1.46,-0.67,-0.03,-0.02,0.95,5.32,1.8,0.43
12.25,0.55,1.16,-0.92,0.01,-0.04,1.0,5.26,1.72,0.34
12.3,4.82,-1.59,-3.42,0.04,-0.05,1.0,5.23,1.63,0.36
12.36,10.93,-2.26,-9.52,0.1,-0.07,0.97,4.88,1.26,0.5
12.41,6.96,-1.1,-9.64,0.02,-0.01,1.02,4.34,0.66,0.75
12.47,9.34,-3.17,-10.38,-0.03,0.07,0.98,3.82,0.21,0.82
12.52,1.65,2.38,-19.41,0.0,0.07,0.96,3.11,-0.15,0.82
12.58,-2.75,1.77,-16.72,-0.04,0.04,1.04,1.96,-0.15,0.66
12.63,-3.05,0.18,-4.39,-0.03,-0.02,1.0,1.44,-0.05,0.63
12.69,-1.28,-0.55,1.89,-0.01,-0.07,1.0,1.38,0.14,0.58
12.74,1.65,-0.43,-1.4,-0.0,-0.03,0.97,1.41,0.2,0.58
12.79,2.26,-0.06,0.12,0.02,0.05,1.02,1.33,0.06,0.59
12.85,-2.2,1.95,1.83,0.01,0.05,1.0,1.41,-0.0,0.52
12.9,-1.95,0.92,-0.92,0.03,-0.01,1.0,1.42,0.06,0.47
12.96,-7.75,4.88,1.59,0.06,0.01,1.02,1.42,0.3,0.34
13.01,-11.23,2.99,4.64,0.06,0.01,1.02,1.64,0.85,0.19
13.07,-12.57,0.06,3.6,0.07,0.01,1.0,1.85,1.44,0.23
13.12,-9.46,0.12,4.46,0.02,-0.02,1.01,2.09,2.13,0.23
13.17,-4.09,0.12,1.77,-0.11,-0.07,0.98,2.27,2.44,0.23
13.23,-1.1,1.65,-1.16,-0.09,-0.09,0.99,2.24,2.64,-0.02
13.28,0.55,1.34,0.92,0.02,-0.04,1.0,2.23,2.64,-0.13
13.34,0.79,-0.18,1.46,0.02,-0.04,1.02,2.29,2.61,-0.16
13.39,-0.43,-0.49,1.04,-0.02,-0.02,1.01,2.37,2.57,-0.15
13.45,4.58,-1.59,6.1,-0.03,-0.07,0.99,2.48,2.46,-0.14
13.5,2.44,-0.06,7.87,0.06,-0.03,1.01,2.9,2.27,-0.1
13.56,-0.06,-0.37,-1.1,0.05,0.02,0.99,3.04,2.15,0.02
13.61,-2.2,-1.4,-5.43,0.03,0.04,1.0,2.8,2.22,0.12
13.66,-3.23,-2.2,-9.22,0.02,0.0,1.03,2.43,2.28,0.31
13.72,-3.3,0.37,-12.45,-0.06,-0.05,1.0,1.84,2.44,0.31
13.78,-2.38,-0.37,-2.5,-0.06,-0.15,0.99,1.4,2.72,0.16
13.83,0.43,0.49,1.46,-0.04,-0.1,0.99,1.41,2.84,0.13
13.88,1.4,0.31,4.09,-0.03,-0.03,0.98,1.56,2.79,0.04
13.94,0.37,-0.98,6.77,0.0,-0.02,1.02,1.87,2.75,0.09
13.99,0.43,-0.37,0.61,0.02,-0.01,1.0,2.04,2.69,0.07
14.05,-0.18,-0.49,0.49,0.02,-0.03,0.98,2.08,2.66,0.1
14.11,-0.12,-0.37,-1.71,-0.0,-0.05,1.0,2.02,2.68,0.13
14.16,-0.31,1.1,-0.31,-0.03,-0.05,0.94,1.97,2.69,0.13
14.21,-0.31,0.43,-0.37,0.03,-0.06,1.0,1.97,2.7,0.02
14.26,0.18,0.0,-0.55,-0.0,0.01,0.99,1.91,2.68,-0.01
14.32,-0.73,0.18,-0.61,-0.01,-0.04,0.99,1.98,2.64,-0.01
14.37,0.18,0.37,-1.28,-0.0,-0.06,1.0,1.89,2.69,-0.0
14.43,-0.37,-0.79,2.5,-0.0,-0.02,1.0,1.93,2.67,-0.0
14.48,0.37,0.55,-3.3,0.01,-0.05,0.98,1.87,2.68,-0.01
14.54,-0.49,-0.92,2.62,-0.0,-0.03,1.03,1.91,2.68,-0.0
14.59,0.06,-0.06,-0.85,0.02,-0.06,1.01,1.92,2.67,-0.04
14.64,0.06,-0.31,0.49,-0.03,-0.03,1.08,1.91,2.68,-0.02
14.7,1.65,-3.05,2.38,-0.04,-0.06,0.99,1.98,2.65,0.18
14.75,1.34,-0.18,3.48,0.02,-0.07,1.03,2.16,2.61,0.25
14.81,1.71,0.24,2.5,0.05,-0.05,1.02,2.31,2.53,0.23
14.86,1.4,-0.98,3.54,0.01,-0.02,1.01,2.47,2.46,0.26
14.92,0.61,-0.37,0.06,-0.01,0.01,0.99,2.57,2.3,0.28
14.97,-0.43,-0.06,0.61,0.01,-0.03,1.0,2.58,2.24,0.28
15.03,-0.18,-0.12,-0.37,0.0,-0.06,0.99,2.59,2.28,0.29
15.08,0.0,0.06,-1.04,0.0,-0.04,0.99,2.55,2.3,0.29
15.13,0.0,0.0,0.55,-0.0,-0.03,1.0,2.53,2.29,0.28
15.19,0.0,-0.12,0.06,0.0,-0.03,0.99,2.53,2.27,0.29
15.24,-0.12,0.06,0.12,-0.0,-0.04,1.0,2.53,2.27,0.28
15.3,2.26,2.75,0.55,0.05,-0.06,1.01,2.54,2.24,0.23
15.35,4.52,2.5,6.35,0.13,-0.07,0.97,2.74,2.09,0.12
15.41,8.3,0.55,7.14,0.05,-0.08,0.99,3.08,1.77,0.08
15.46,9.4,0.06,10.74,-0.04,-0.02,0.99,3.63,1.31,0.06
15.51,7.51,0.31,8.42,-0.06,0.03,0.99,4.11,0.86,-0.0
15.57,6.29,0.31,0.49,-0.09,0.05,1.01,4.36,0.4,-0.11
15.62,2.38,0.98,-1.71,-0.07,0.06,1.01,4.28,0.06,-0.29
15.68,-0.43,1.04,0.73,-0.01,0.02,1.0,4.27,-0.07,-0.41
15.73,-1.4,0.37,-0.67,0.01,-0.01,1.0,4.26,-0.04,-0.44
15.79,-1.4,0.37,-0.67,-0.02,0.06,0.99,4.22,0.1,-0.4
15.84,-3.91,-0.06,-2.2,0.02,-0.03,1.0,4.09,0.43,-0.29
15.9,-4.33,-1.65,-2.81,0.03,-0.08,0.95,3.95,0.62,-0.25
15.95,-7.93,-6.96,9.77,0.07,-0.01,1.03,4.22,0.97,0.03
16.01,-0.43,-2.93,2.5,-0.0,-0.02,1.01,4.62,1.15,0.31
16.06,0.37,-0.79,-0.79,-0.0,-0.02,1.01,4.57,1.16,0.36
16.12,-0.31,-0.06,0.73,-0.05,-0.02,0.99,4.6,1.15,0.32
16.17,-1.1,-0.06,0.0,-0.0,0.01,0.99,4.6,1.19,0.32
16.22,0.0,0.18,0.18,0.02,-0.04,1.01,4.6,1.22,0.33
16.28,-0.12,-0.24,-0.12,0.01,-0.01,1.02,4.6,1.23,0.35
16.33,-0.12,0.12,-0.24,-0.0,-0.02,0.98,4.6,1.24,0.36
16.38,1.28,0.67,-0.18,-0.0,-0.02,0.98,4.6,1.23,0.33
16.44,2.08,1.53,-1.4,0.01,-0.02,0.96,4.56,1.15,0.27
16.49,0.79,0.18,0.06,-0.01,-0.02,0.99,4.5,1.08,0.23
16.55,5.62,-0.85,-3.3,0.07,-0.09,1.01,4.43,0.92,0.27
16.6,9.46,-1.1,-3.3,0.11,-0.06,1.04,4.19,0.52,0.46
16.66,11.17,-3.78,-6.41,0.02,0.03,1.0,3.97,0.01,0.59
16.71,7.08,-0.06,-14.83,-0.01,0.08,0.97,3.3,-0.66,0.72
16.77,2.75,0.85,-18.49,-0.06,0.11,1.0,2.45,-0.96,0.65
16.82,-0.98,1.46,-7.69,-0.04,0.05,1.0,1.63,-1.1,0.54
16.87,-1.89,1.16,-3.36,-0.02,0.01,0.98,1.38,-1.07,0.44
16.93,-0.61,0.24,-0.49,0.03,-0.07,0.99,1.29,-0.97,0.42
16.98,0.92,-0.37,-1.34,0.01,0.0,0.98,1.26,-0.98,0.43
17.04,-3.3,2.99,1.59,0.01,0.07,0.99,1.26,-0.98,0.43
17.09,-2.44,1.16,-0.06,0.01,0.04,0.98,1.32,-0.89,0.28
17.15,-4.58,2.5,-0.92,0.01,-0.0,1.05,1.25,-0.76,0.23
17.2,-9.83,4.76,4.52,0.08,0.01,0.98,1.31,-0.35,0.02
17.25,-10.8,1.77,5.43,0.07,0.02,1.0,1.58,0.13,-0.01
