time,Wx,Wy,Wz,Ax,Ay,Az,Yaw,Pitch,Roll
2.18,-0.12,-0.37,-1.95,0.06,-0.03,0.99,0.02,0.88,0.28
2.23,0.0,-0.18,2.14,-0.03,-0.01,0.96,-0.05,0.9,0.25
2.29,0.24,0.0,-1.22,0.05,-0.02,0.97,0.02,0.9,0.31
2.34,0.0,0.55,2.14,-0.04,0.01,0.95,-0.09,0.92,0.26
2.4,-0.24,-0.73,-0.55,0.06,-0.02,1.02,0.03,0.92,0.32
2.45,0.18,1.71,0.55,-0.04,-0.03,0.96,-0.09,0.93,0.28
2.51,0.06,0.0,-0.67,0.06,-0.01,0.99,0.02,0.95,0.29
2.56,0.37,1.4,0.37,-0.04,-0.01,0.94,-0.09,0.94,0.28
2.62,-0.49,-0.73,0.79,0.03,0.01,1.0,0.0,0.95,0.3
2.67,0.31,0.31,-2.56,-0.04,-0.03,0.98,-0.08,0.95,0.28
2.72,-0.12,-0.24,2.2,0.05,0.02,0.98,0.01,0.97,0.27
2.78,0.61,0.12,-3.6,-0.03,-0.03,0.97,-0.09,0.96,0.27
2.83,-0.49,-1.4,2.81,0.02,0.01,0.97,-0.03,0.97,0.3
2.89,0.06,-0.61,-1.95,-0.02,-0.05,0.97,-0.08,0.97,0.28
2.94,-0.31,-1.1,3.11,0.04,0.03,1.02,-0.04,0.99,0.29
3.0,0.18,0.12,-2.75,-0.05,-0.03,0.98,-0.05,0.98,0.3
3.05,-0.06,-0.43,1.4,-0.05,-0.03,0.98,-0.1,0.99,0.29
3.1,0.31,-0.24,-0.12,0.03,-0.01,1.02,-0.04,0.94,0.29
3.16,-0.61,-0.67,-0.18,-0.03,0.01,1.01,-0.07,0.94,0.27
3.21,0.43,-0.61,0.61,-0.04,-0.0,1.03,-0.03,0.95,0.3
3.27,-0.79,-2.08,-0.79,0.05,-0.04,0.99,-0.09,0.96,0.31
3.32,0.12,1.65,1.1,-0.02,0.03,1.0,-0.04,0.96,0.31
3.38,-0.73,-1.28,-1.04,0.03,-0.05,0.98,-0.06,0.94,0.31
3.43,0.24,2.26,0.92,-0.03,0.01,0.98,-0.08,0.97,0.34
3.49,-0.43,-1.46,-0.49,0.05,-0.0,1.03,-0.06,0.97,0.34
3.54,0.24,1.34,1.4,-0.01,-0.0,1.01,-0.09,0.97,0.39
3.6,-0.31,-0.92,-1.59,0.02,-0.02,1.01,-0.05,0.97,0.38
3.65,0.24,2.14,0.55,-0.05,-0.0,1.0,-0.11,0.99,0.41
3.7,-0.55,-1.95,0.06,0.05,-0.0,1.0,0.0,0.96,0.39
3.76,0.12,1.04,-1.46,-0.03,-0.03,0.94,-0.11,0.98,0.42
3.81,-0.37,0.24,1.28,0.02,0.01,0.99,-0.03,0.96,0.4
3.87,0.31,0.43,-2.44,-0.02,-0.01,0.95,-0.11,0.97,0.44
3.92,-0.37,-0.24,1.53,0.03,0.01,0.98,-0.04,0.98,0.44
3.98,-0.12,-0.24,-2.26,0.03,-0.06,0.97,-0.07,0.98,0.47
4.03,-0.43,-1.16,3.97,0.01,0.03,0.97,-0.1,0.99,0.45
4.08,-0.43,-1.16,3.97,0.02,-0.03,0.97,-0.05,0.95,0.46
4.14,-0.31,-0.98,3.3,-0.0,-0.02,0.97,-0.15,0.96,0.43
4.19,0.31,1.77,-1.59,0.03,-0.02,0.97,-0.02,0.96,0.46
4.25,-0.31,-0.49,2.14,-0.01,-0.02,0.97,-0.16,0.97,0.44
4.3,0.06,1.53,-0.79,0.01,-0.0,0.97,-0.02,0.96,0.45
4.36,-0.43,-1.22,2.2,0.02,-0.03,1.02,-0.19,0.98,0.42
4.41,0.06,0.73,-0.67,0.0,0.0,0.99,-0.02,0.98,0.45
4.47,-0.12,-0.61,-1.34,0.01,-0.04,1.06,-0.15,0.97,0.44
4.52,-0.06,0.67,-0.06,-0.01,-0.0,1.0,-0.06,0.95,0.43
4.58,-0.67,-0.43,-1.46,0.02,-0.05,1.07,-0.14,0.95,0.41
4.63,-0.24,0.0,1.95,-0.01,0.03,0.99,-0.08,0.93,0.41
4.69,-0.43,-0.73,-2.69,0.01,-0.06,1.06,-0.12,0.92,0.41
4.74,-0.18,0.31,2.56,-0.02,0.01,1.0,-0.11,0.92,0.4
4.8,-0.55,-0.49,-2.2,0.04,-0.04,1.04,-0.12,0.92,0.41
4.84,0.12,1.22,2.2,-0.02,0.0,0.98,-0.13,0.92,0.41
4.9,-0.24,-0.67,-1.4,0.03,-0.03,1.04,-0.1,0.92,0.43
4.95,0.18,1.28,0.24,-0.03,-0.02,1.0,-0.16,0.93,0.39
5.01,-0.49,-1.28,1.16,0.04,0.01,1.02,-0.05,0.89,0.4
5.06,0.24,0.61,-0.98,0.0,-0.04,1.0,-0.17,0.91,0.38
5.12,-0.61,-1.77,1.4,0.03,0.02,1.01,-0.11,0.91,0.38
5.17,0.49,0.37,-2.62,0.01,-0.03,0.98,-0.2,0.9,0.37
5.23,-0.12,-0.92,3.6,0.03,0.01,1.02,-0.09,0.9,0.35
5.28,0.18,1.16,-4.03,0.01,-0.05,0.96,-0.17,0.91,0.36
5.34,-0.31,-0.73,3.42,0.01,0.03,0.98,-0.16,0.92,0.33
5.39,0.24,0.79,-3.42,0.02,-0.04,0.98,-0.17,0.91,0.35
5.44,-0.37,-1.4,3.85,0.01,0.02,1.01,-0.17,0.92,0.34
5.5,0.12,0.92,-3.6,0.02,-0.02,0.97,-0.13,0.92,0.35
5.55,0.06,-0.18,1.89,0.02,0.01,1.0,-0.21,0.93,0.33
5.61,0.24,0.0,-3.54,0.02,-0.01,0.96,-0.11,0.93,0.35
5.66,0.49,-0.06,2.01,-0.01,-0.01,1.01,-0.21,0.92,0.34
5.72,0.12,0.79,-3.23,-0.0,-0.02,0.97,-0.09,0.9,0.34
5.77,-0.06,0.24,1.1,-0.0,-0.01,1.05,-0.25,0.93,0.33
5.82,-0.24,0.31,-1.16,0.01,0.01,0.99,-0.09,0.91,0.34
5.88,0.18,0.79,-1.22,-0.01,-0.03,1.02,-0.22,0.91,0.33
5.93,-0.49,-0.37,-0.85,0.01,0.01,1.01,-0.12,0.92,0.34
5.99,0.0,1.4,-0.92,-0.02,-0.02,0.99,-0.24,0.92,0.32
6.04,-0.18,-1.16,2.69,0.02,0.02,0.96,-0.1,0.92,0.31
6.1,0.49,2.26,-2.38,-0.02,-0.04,0.97,-0.22,0.94,0.31
6.15,-0.31,-1.22,3.48,0.02,0.04,0.98,-0.15,0.93,0.29
6.21,0.31,-0.31,-3.54,0.02,0.04,0.98,-0.22,0.9,0.32
6.26,-0.37,-1.59,3.6,-0.03,-0.03,0.96,-0.15,0.9,0.31
6.31,0.18,0.12,-3.17,0.02,0.01,0.99,-0.21,0.89,0.36
6.37,-0.49,-0.79,3.6,-0.04,-0.05,0.95,-0.18,0.88,0.32
6.42,0.37,1.89,-2.56,0.01,0.03,1.03,-0.17,0.88,0.35
6.48,-0.37,-1.16,2.99,0.01,0.0,0.99,-0.2,0.87,0.32
6.54,-0.12,-0.85,-2.14,0.02,-0.02,1.07,-0.15,0.85,0.38
6.6,-0.55,-0.37,-0.49,0.02,-0.0,0.97,-0.21,0.86,0.34
6.65,0.0,-0.61,-0.79,0.01,0.0,1.07,-0.16,0.86,0.37
6.71,-0.55,-0.61,0.55,0.05,-0.05,0.99,-0.21,0.88,0.36
6.76,0.12,1.65,1.22,-0.04,0.02,0.96,-0.16,0.88,0.36
6.82,-0.31,-0.79,-1.71,0.04,-0.05,0.98,-0.24,0.9,0.36
6.87,0.0,-0.55,2.01,-0.04,0.03,0.95,-0.19,0.92,0.39
6.93,-0.49,-0.55,-1.71,0.06,-0.04,1.01,-0.22,0.92,0.37
6.98,0.0,-0.37,2.14,-0.07,0.01,0.94,-0.21,0.93,0.41
7.04,-0.31,2.56,-4.33,0.08,-0.04,1.0,-0.24,0.93,0.38
7.09,1.65,7.87,-5.8,0.02,0.03,1.05,-0.52,0.9,0.13
7.14,-0.55,1.83,-12.08,-0.05,0.09,1.01,-1.01,0.8,-0.18
7.2,-1.77,0.98,-9.46,-0.1,0.08,0.99,-1.68,0.74,-0.33
7.25,-0.55,1.83,1.04,-0.02,-0.01,1.06,-1.93,0.79,-0.49
7.31,0.98,2.87,1.1,0.0,-0.04,0.99,-1.86,0.73,-0.63
7.36,1.53,0.31,0.0,0.03,-0.07,1.0,-1.78,0.62,-0.71
7.42,0.49,0.67,-3.05,-0.02,-0.02,1.01,-1.92,0.62,-0.69
7.47,-0.85,-0.24,-2.93,0.01,-0.01,1.02,-2.05,0.63,-0.7
7.52,-1.16,0.49,-0.06,-0.01,0.0,1.01,-2.17,0.66,-0.65
7.58,-1.89,-0.12,5.55,0.0,-0.06,1.02,-1.98,0.73,-0.61
7.63,-1.89,-0.73,5.37,-0.03,-0.08,0.99,-1.61,0.97,-0.58
7.69,-1.71,-0.55,3.66,-0.05,-0.12,1.03,-1.38,1.12,-0.57
7.74,-2.14,0.0,-4.88,-0.05,-0.12,1.03,-1.41,1.42,-0.58
7.8,-1.65,0.31,-8.91,-0.04,-0.13,0.98,-1.78,1.7,-0.63
7.85,-1.77,1.4,-6.9,-0.04,-0.08,1.01,-2.29,1.82,-0.69
7.91,-0.85,1.4,3.91,-0.01,0.04,0.97,-2.26,1.8,-0.72
7.96,-0.67,0.24,5.43,-0.02,0.02,1.01,-1.94,1.73,-0.79
8.02,-1.71,0.43,-2.01,-0.01,-0.01,1.0,-1.86,1.74,-0.82
8.07,-2.56,0.85,-9.46,0.0,-0.05,1.01,-2.31,1.87,-0.83
8.12,-1.1,0.61,-5.98,-0.0,-0.08,1.01,-2.7,2.03,-0.82
8.18,0.61,0.67,-2.81,-0.03,-0.04,0.98,-2.99,2.11,-0.86
8.23,1.16,-0.06,7.57,-0.07,0.06,0.99,-2.87,2.07,-0.87
8.29,1.34,-0.92,13.12,-0.04,0.05,1.0,-2.07,1.81,-0.92
8.34,-1.04,-0.06,2.62,0.01,-0.06,1.01,-1.67,1.75,-0.91
8.4,-2.38,0.61,-7.32,0.02,-0.1,1.02,-1.9,1.94,-0.88
8.45,-2.01,0.49,-4.03,-0.03,-0.08,1.01,-2.23,2.09,-0.9
8.5,-0.61,0.24,4.64,-0.04,-0.06,0.99,-2.17,2.23,-0.94
8.56,-0.67,-0.43,7.57,-0.02,-0.06,0.99,-1.84,2.27,-0.97
8.61,-0.92,-0.37,7.32,-0.0,-0.04,0.99,-1.36,2.31,-0.99
8.67,-0.24,-0.31,4.33,-0.01,-0.04,1.05,-1.06,2.32,-0.94
8.72,3.23,-1.53,6.59,-0.04,0.03,0.97,-0.76,2.15,-0.94
8.78,0.61,-3.66,10.5,-0.07,0.12,1.01,-0.33,2.02,-0.76
8.83,-0.92,0.43,7.26,-0.03,0.02,1.02,0.23,1.92,-0.77
8.88,-1.34,0.73,3.66,0.06,-0.09,0.96,0.47,1.99,-0.79
8.94,-0.31,-3.48,0.24,-0.04,-0.1,0.95,0.57,2.1,-0.77
9.0,-0.61,-9.95,-1.4,-0.12,-0.06,0.95,0.55,2.16,-0.45
9.05,-1.53,-9.52,2.56,-0.0,-0.06,1.01,0.55,2.25,0.08
9.1,-1.28,-9.7,3.6,0.05,0.0,1.05,0.8,2.34,0.58
9.16,-2.62,-1.22,-2.75,0.13,0.02,1.03,0.84,2.4,0.91
9.21,-3.42,-0.92,3.42,0.11,-0.03,1.01,0.86,2.55,1.1
9.27,-2.87,-2.75,-2.44,0.08,-0.09,0.99,0.91,2.75,1.28
9.32,0.31,-4.64,-9.95,0.02,-0.12,1.0,0.41,2.86,1.61
9.38,0.24,-3.6,-5.0,-0.02,-0.08,1.02,0.01,2.94,1.83
9.43,0.92,-0.79,-0.18,0.02,0.03,1.0,-0.07,2.92,1.91
9.48,0.24,0.18,2.69,0.01,0.05,1.0,-0.04,2.79,1.89
9.54,0.43,1.95,-2.56,0.02,-0.0,0.99,0.03,2.56,1.78
9.59,0.98,0.43,-2.56,0.06,-0.18,1.0,-0.13,2.53,1.75
9.65,0.18,-1.4,-5.49,0.06,-0.18,1.0,-0.32,2.61,1.82
9.71,1.4,-1.16,-11.47,0.03,-0.13,1.01,-0.8,2.63,1.89
9.76,1.53,-0.79,-10.07,0.03,-0.05,1.0,-1.42,2.5,1.98
9.81,2.32,-0.67,-10.68,0.02,0.02,1.0,-1.94,2.29,2.02
9.86,1.1,-0.24,-7.81,0.04,-0.01,1.0,-2.49,2.09,2.07
9.92,0.85,-0.43,-8.61,0.02,-0.07,1.0,-2.91,2.05,2.11
9.97,1.71,-0.18,-10.86,0.04,-0.06,1.0,-3.55,1.99,2.12
10.03,1.1,-0.49,-6.71,0.06,-0.05,0.99,-3.96,1.97,2.18
10.08,0.37,-0.73,-0.37,0.02,0.04,1.0,-4.15,1.85,2.22
10.14,-0.61,0.67,1.95,0.02,-0.01,1.0,-4.09,1.74,2.17
10.19,-1.1,0.0,4.21,0.05,-0.08,1.0,-3.88,1.83,2.15
10.25,-1.4,-0.18,4.64,0.04,-0.11,1.04,-3.67,1.99,2.17
10.3,1.95,1.95,4.03,0.04,-0.08,1.0,-3.38,2.05,2.1
10.35,5.25,1.71,-5.8,0.02,0.09,1.02,-3.44,1.91,2.03
10.41,2.99,3.54,-16.48,0.05,0.16,1.02,-4.17,1.44,1.93
10.46,-0.73,3.97,-11.72,0.1,0.06,1.04,-4.94,1.12,1.82
10.52,0.55,4.15,-10.13,0.04,-0.13,1.0,-5.55,1.14,1.64
10.57,0.85,6.65,-9.03,-0.02,-0.17,1.02,-6.08,1.25,1.39
10.63,-0.31,7.45,-3.48,-0.06,-0.07,0.94,-6.38,1.31,0.91
10.68,-1.46,5.68,6.04,-0.06,0.01,0.98,-6.3,1.37,0.55
10.74,-0.24,2.32,1.95,-0.0,0.04,0.97,-6.03,1.39,0.32
10.79,-0.06,-0.24,0.24,0.02,-0.01,1.01,-5.99,1.36,0.3
10.85,-0.12,-0.37,-0.55,-0.01,-0.05,1.01,-5.99,1.36,0.3
10.9,-0.18,0.06,0.67,0.01,-0.02,1.0,-6.0,1.42,0.31
10.96,0.0,-0.24,-0.85,-0.0,-0.02,1.01,-6.01,1.41,0.31
11.01,-0.12,0.18,0.31,-0.0,-0.04,1.0,-6.01,1.42,0.3
11.06,-0.06,0.18,-0.18,0.01,-0.02,1.0,-6.01,1.43,0.29
11.12,-0.06,-0.18,-0.24,0.0,-0.02,1.0,-6.01,1.42,0.29
11.17,-0.12,-0.12,0.43,0.0,-0.03,1.0,-6.01,1.43,0.29
11.23,-0.18,0.06,-0.06,0.01,-0.03,1.01,-6.01,1.44,0.29
11.28,-1.1,1.46,1.53,0.03,-0.07,1.0,-5.98,1.49,0.25
11.33,-4.39,-0.43,0.06,0.06,-0.05,1.01,-5.86,1.71,0.26
11.39,-3.91,0.73,0.12,-0.03,-0.0,1.01,-5.89,1.92,0.3
11.44,-2.26,1.53,6.16,-0.09,-0.03,1.01,-5.64,2.05,0.18
11.5,0.49,3.36,9.16,-0.02,-0.04,1.01,-5.25,2.07,-0.02
11.55,1.1,3.36,6.04,-0.01,-0.07,0.98,-4.77,2.02,-0.24
11.61,0.18,2.14,2.44,0.03,-0.04,0.99,-4.6,1.99,-0.36
11.66,0.43,0.06,0.73,0.01,-0.04,1.0,-4.57,1.99,-0.3
11.71,-0.31,0.06,2.69,-0.02,-0.04,1.0,-4.48,2.01,-0.27
11.77,-0.06,-0.06,3.17,-0.01,-0.0,1.0,-4.27,2.01,-0.28
11.82,-0.67,0.98,2.08,-0.02,-0.02,1.0,-4.09,1.96,-0.34
11.88,0.31,0.43,2.87,0.02,0.0,0.99,-3.99,1.87,-0.38
11.93,0.06,-0.67,-5.13,-0.01,-0.1,1.0,-4.04,1.89,-0.38
11.99,-1.4,0.18,-10.38,-0.02,-0.13,1.0,-4.58,2.07,-0.39
12.04,-2.2,1.53,-8.36,-0.01,-0.09,0.98,-5.06,2.24,-0.43
12.1,-0.61,0.61,-0.49,0.01,-0.01,1.01,-5.35,2.3,-0.47
12.15,-0.92,1.22,0.98,-0.02,-0.02,0.99,-5.32,2.3,-0.49
12.2,-0.37,0.79,2.62,0.02,-0.02,1.0,-5.18,2.3,-0.55
12.26,-0.85,0.0,0.92,-0.01,-0.01,0.98,-5.07,2.3,-0.56
12.31,-1.83,0.0,-4.46,-0.02,-0.03,0.99,-5.24,2.33,-0.57
12.37,-0.61,0.73,-6.77,-0.05,-0.06,0.99,-5.51,2.39,-0.63
12.42,0.43,1.77,-0.43,-0.03,0.01,1.01,-5.74,2.38,-0.77
12.48,0.43,0.61,5.13,0.0,0.04,0.99,-5.58,2.19,-0.84
12.53,0.12,-1.04,2.81,0.02,-0.06,1.0,-5.58,2.19,-0.84
12.59,-0.49,-0.85,-1.4,-0.02,-0.11,1.02,-5.29,2.22,-0.69
12.64,-0.85,-0.06,-1.04,-0.03,-0.08,0.98,-5.38,2.3,-0.67
12.69,-1.53,0.61,2.26,-0.04,-0.05,0.98,-5.37,2.4,-0.71
12.75,-0.79,0.61,4.82,0.01,-0.02,1.03,-5.18,2.43,-0.76
12.8,-0.79,0.06,3.91,0.01,-0.04,1.01,-4.92,2.43,-0.75
12.86,-0.85,-0.24,2.38,-0.01,-0.05,1.01,-4.77,2.48,-0.73
12.91,0.43,-0.24,2.14,-0.01,-0.06,1.01,-4.64,2.53,-0.72
12.97,4.94,-0.61,8.97,-0.0,-0.0,0.96,-4.38,2.38,-0.7
13.02,1.16,-2.26,13.98,-0.09,0.16,1.02,-3.48,2.04,-0.57
13.07,-0.92,0.12,2.62,-0.0,-0.03,1.04,-3.14,1.96,-0.6
13.13,-1.16,0.31,0.73,-0.0,-0.03,1.04,-3.07,2.0,-0.65
13.19,-0.37,-5.13,-0.12,-0.04,-0.04,0.96,-3.0,2.04,-0.57
13.24,-1.53,-9.83,-1.77,-0.15,-0.07,0.96,-3.14,2.1,-0.14
13.3,-2.08,-8.73,4.03,-0.02,-0.12,1.0,-2.97,2.25,0.25
13.35,-1.04,-7.63,1.04,-0.0,-0.07,0.98,-2.76,2.35,0.81
13.4,-3.23,-1.1,-1.95,0.1,-0.01,0.99,-2.86,2.46,0.98
13.46,-2.99,-3.3,-0.24,0.12,-0.04,1.01,-2.84,2.6,1.22
13.52,-0.85,-3.36,-9.77,-0.01,-0.14,1.04,-3.15,2.72,1.41
13.57,-1.1,-3.17,-5.68,-0.0,-0.11,1.0,-3.61,2.81,1.58
13.62,-0.06,-0.79,0.73,0.01,-0.02,0.99,-3.7,2.86,1.64
13.67,0.67,-0.12,1.1,0.02,0.03,1.0,-3.59,2.76,1.62
13.73,0.37,0.37,0.85,0.01,0.09,0.99,-3.55,2.56,1.6
13.78,1.04,-0.24,-4.58,0.06,-0.1,1.01,-3.7,2.43,1.56
13.84,0.79,-0.79,-3.72,0.04,-0.16,1.02,-3.9,2.49,1.61
13.9,1.4,-0.98,-10.13,0.02,-0.09,1.0,-4.29,2.53,1.68
13.95,1.71,-0.73,-10.93,0.04,-0.0,1.01,-4.84,2.45,1.72
14.0,2.14,-1.04,-10.86,0.05,0.04,1.01,-5.52,2.2,1.81
14.05,1.4,-1.04,-8.48,0.03,-0.0,1.0,-6.01,1.98,1.88
14.11,1.71,-0.73,-9.16,0.03,-0.07,1.0,-6.53,1.89,1.94
14.16,1.04,-0.55,-9.03,0.02,-0.06,1.02,-6.97,1.89,1.96
14.22,1.34,-0.43,-6.77,0.05,-0.04,1.0,-7.58,1.81,1.99
14.27,0.73,-0.79,-1.77,0.04,0.01,1.0,-7.76,1.78,2.07
14.33,-0.24,-0.18,1.04,0.01,0.02,1.01,-7.72,1.68,2.08
14.38,-0.67,0.37,1.1,0.04,-0.09,1.0,-7.67,1.69,2.02
14.44,-1.28,0.43,4.82,0.04,-0.1,0.99,-7.53,1.85,2.02
14.49,-0.24,0.85,7.51,0.07,-0.11,1.04,-7.15,2.02,1.97
14.55,3.6,1.1,-2.26,0.07,0.01,1.02,-6.99,1.98,1.91
14.6,5.31,0.55,-9.46,0.04,0.15,0.99,-7.26,1.61,1.86
14.65,2.56,3.54,-19.23,0.07,0.15,0.98,-8.06,1.17,1.79
14.71,0.61,1.77,-12.76,0.07,-0.06,1.01,-9.09,0.98,1.62
14.76,0.31,5.49,-10.19,0.02,-0.18,0.99,-9.61,1.01,1.5
14.82,-0.37,8.24,-2.69,-0.05,-0.09,0.96,-10.05,1.16,1.06
14.87,-1.53,4.88,-0.67,-0.08,-0.05,1.0,-10.19,1.18,0.74
14.92,-0.67,3.72,6.04,-0.02,0.04,1.0,-9.99,1.27,0.37
14.98,0.12,1.53,3.05,0.04,0.05,0.98,-9.75,1.2,0.23
15.03,-0.18,-0.61,-1.1,0.04,0.05,0.98,-9.71,1.16,0.24
15.09,-0.24,-0.24,-0.31,-0.0,-0.04,1.01,-9.74,1.22,0.24
15.15,-0.18,0.12,-0.31,-0.0,-0.05,1.01,-9.74,1.25,0.22
15.2,-0.12,-0.18,-0.12,0.0,-0.03,1.0,-9.74,1.23,0.23
15.25,-0.12,0.06,0.0,-0.01,-0.04,0.99,-9.74,1.26,0.23
15.31,-0.06,0.24,0.31,0.0,-0.02,0.99,-9.74,1.28,0.21
15.37,-0.06,-0.06,-0.24,0.0,-0.02,1.0,-9.74,1.27,0.21
15.42,-0.06,-0.06,-0.06,0.0,-0.03,1.0,-9.74,1.29,0.21
15.47,-0.85,0.18,0.92,0.01,-0.04,0.99,-9.73,1.31,0.2
15.52,-3.42,-0.31,1.65,0.08,-0.06,1.0,-9.65,1.44,0.23
15.58,-3.78,0.79,1.46,-0.0,-0.02,1.02,-9.66,1.72,0.3
15.63,-1.89,0.92,3.66,-0.08,-0.03,1.01,-9.5,1.85,0.2
15.69,0.37,2.14,9.28,-0.02,-0.03,1.01,-9.07,1.92,0.02
15.74,0.24,1.53,6.23,-0.01,-0.07,1.02,-8.67,1.91,-0.1
15.8,0.06,1.34,3.6,0.0,-0.06,0.99,-8.34,1.92,-0.24
15.85,0.06,0.18,0.92,0.02,-0.04,1.0,-8.26,1.9,-0.27
15.9,-0.12,0.06,2.44,-0.01,-0.02,1.0,-8.21,1.91,-0.27
15.96,0.49,-0.12,3.3,0.01,-0.01,1.0,-8.04,1.88,-0.3
16.01,0.55,1.28,4.64,-0.01,0.01,1.0,-7.89,1.8,-0.32
16.07,-0.06,0.18,-0.79,-0.03,0.03,0.98,-7.85,1.77,-0.34
16.12,0.37,0.12,-1.65,-0.03,-0.06,1.0,-7.76,1.71,-0.39
16.18,-0.73,0.06,-10.74,-0.03,-0.13,1.0,-8.17,1.8,-0.4
16.23,-1.22,1.34,-12.39,-0.02,-0.11,1.01,-8.8,1.96,-0.42
16.29,-1.28,1.89,-8.91,0.0,-0.03,0.98,-9.48,2.1,-0.5
16.34,-1.34,0.98,0.67,0.02,-0.0,1.01,-9.68,2.07,-0.52
16.39,0.24,0.92,3.36,0.01,-0.0,0.99,-9.62,2.05,-0.57
16.45,0.0,0.55,3.36,0.0,-0.03,1.0,-9.41,2.02,-0.57
16.51,-0.49,-0.06,-3.36,-0.02,-0.03,1.0,-9.42,2.02,-0.58
16.56,-1.16,-0.12,-6.84,-0.04,-0.04,0.99,-9.71,2.08,-0.58
16.61,-0.24,1.22,-4.52,-0.04,-0.03,1.03,-10.16,2.16,-0.68
16.67,0.31,0.98,7.08,-0.01,0.08,1.01,-10.07,2.04,-0.77
16.72,-0.37,-0.67,6.47,0.01,0.01,0.98,-9.58,1.84,-0.77
16.78,-0.49,-0.67,0.79,0.01,-0.0,0.99,-9.39,1.93,-0.69
16.83,-0.73,-0.73,-1.04,0.01,-0.09,0.99,-9.41,2.11,-0.64
16.88,-0.92,0.18,-0.18,-0.04,-0.07,1.0,-9.45,2.22,-0.64
16.94,-0.61,0.06,4.15,-0.02,-0.05,1.0,-9.3,2.3,-0.7
16.99,-0.55,0.55,4.94,-0.0,-0.02,1.0,-9.06,2.3,-0.73
17.05,-1.22,-0.12,2.69,0.01,-0.04,0.98,-8.85,2.32,-0.72
17.1,-0.67,-0.12,1.22,-0.01,-0.06,1.02,-8.75,2.38,-0.7
17.16,3.66,-1.83,6.04,0.01,-0.07,1.04,-8.56,2.31,-0.68
17.21,2.93,-3.85,18.07,-0.06,0.1,1.0,-7.89,2.08,-0.59
